// Creator: RBR Ltd.
// Create time: 2025-06-13T08:32:37
// Instrument model firmware and serialID: RBRmaestro³ 1.148 231853
// Sample period: 0.5 second
// Processing history:
//	/home/epoirier/Documents/PROJETS/2025/Proc_RBR_Somlit/20240606/231853_20240607_1104 somlit 21.rsk opened using pyRSKtools v1.1.1.
//	Sea pressure calculated using an atmospheric pressure of 10.1325 dbar.
//	Zero-order hold corrected for channel(s) conductivity, temperature, pressure, temperature1, dissolved_o2_concentration, par, ph, chlorophyll-a, fdom, turbidity, sea_pressure, depth, salinity, speed_of_sound, specific_conductivity, dissolved_o2_saturation. Hold points were treated with interp.
//	Depth calculated using the TEOS-10 library and a latitude of 48.35 degrees
//	Profiling velocity calculated from depth, filtered with a windowLength of 3 samples.
//	Remove loops with the threshold of 0.05 m/s.
//	Sea pressure calculated using an atmospheric pressure of 10.1325 dbar.
//	Depth calculated using the TEOS-10 library and a latitude of 45.0 degrees
//	Profiling velocity calculated from depth, filtered with a windowLength of 3 samples.
//	Practical Salinity derived using TEOS-10 library
//	Potential density anomaly derived using the TEOS-10 library.
//	Binned with respect to depth using [12.     0.625] boundaries with [0.25] m bin size.
// Comment: up CAST

// timestamp(yyyy-mm-ddTHH:MM:ss.FFF),    temperature(°C),    chlorophyll-a(ug/l),    par(µMol/m²/s),    conductivity(mS/cm),    dissolved_o2_concentration(µmol/L),    turbidity(FTU),    salinity(PSU),    depth(m),    density_anomaly(kg/m³),    cast_direction
2024-06-03T13:38:25.500,    15.804192437065971,    1.9817778534359403,    169.56333923339844,    43.027293311225044,    292.69342041015625,    0.5652499861187406,    34.38680716216342,    3.625,    25.324536750738744,    u
2024-06-03T13:38:20.250,    15.815050760904947,    1.9130834142367046,    145.99651463826498,    43.03960736592611,    292.8098729451497,    0.5295833175381025,    34.38827338648871,    3.875,    25.323218807945086,    u
2024-06-03T13:38:14.250,    15.813166300455729,    2.052333434422811,    133.4631436665853,    43.041252772013344,    292.34956614176434,    0.5486583113670349,    34.391288898692956,    4.125,    25.32597231861799,    u
2024-06-03T13:38:09.000,    15.810909695095486,    2.343611240386963,    124.38327958848741,    43.031693352593315,    292.82810465494794,    0.5558999876181284,    34.38461462667218,    4.375,    25.321357757383467,    u
2024-06-03T13:38:03.750,    15.811810811360678,    2.0408750971158347,    114.72855631510417,    43.0275239944458,    293.27832285563153,    0.5494166513284048,    34.38000021343182,    4.625,    25.317614656658446,    u
2024-06-03T13:37:56.750,    15.809560775756836,    2.2126250863075256,    97.34629344940186,    43.02882122993469,    292.8792152404785,    0.5892999842762947,    34.38301702816102,    4.875,    25.32045217461838,    u
2024-06-03T13:37:50.500,    15.809224446614584,    1.9839445485009088,    79.30064985487196,    43.0317005581326,    293.89746432834204,    0.6443666683302985,    34.38579005812659,    5.125,    25.322669147101706,    u
2024-06-03T13:37:45.000,    15.810293344350962,    1.8693462518545299,    84.04551990215595,    43.035166813777046,    293.5045471191406,    0.563969210936473,    34.38785617385965,    5.375,    25.324025714148284,    u
2024-06-03T13:37:38.750,    15.808349609375,    1.9364584187666576,    86.00776608784993,    43.025979359944664,    293.3991216023763,    0.5776708126068115,    34.381236065001794,    5.625,    25.319382491311746,    u
2024-06-03T13:37:33.000,    15.809015447443182,    1.9189546216617932,    83.32926802201705,    43.02903643521395,    292.78599687056106,    0.6666227091442455,    34.38329010696373,    5.875,    25.32082060043306,    u
2024-06-03T13:37:28.000,    15.808495415581596,    1.782944507069058,    87.3169428507487,    43.02344258626302,    293.4678548177083,    0.9463999734984504,    34.37864336097522,    6.125,    25.317373299799353,    u
2024-06-03T13:37:23.250,    15.80347900390625,    1.876650083065033,    90.65135345458984,    43.00279159545899,    293.6849334716797,    0.5804649770259858,    34.3644730944771,    6.375,    25.307615285840097,    u
2024-06-03T13:37:20.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    6.625,    nan,    u
2024-06-03T13:37:20.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    6.875,    nan,    u
2024-06-03T13:37:20.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    7.125,    nan,    u
2024-06-03T13:37:20.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    7.375,    nan,    u
2024-06-03T13:37:20.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    7.625,    nan,    u
2024-06-03T13:37:20.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    7.875,    nan,    u
2024-06-03T13:37:20.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    8.125,    nan,    u
2024-06-03T13:37:20.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    8.375,    nan,    u
2024-06-03T13:37:20.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    8.625,    nan,    u
2024-06-03T13:37:20.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    8.875,    nan,    u
2024-06-03T13:37:20.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    9.125,    nan,    u
2024-06-03T13:37:20.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    9.375,    nan,    u
2024-06-03T13:37:20.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    9.625,    nan,    u
2024-06-03T13:37:20.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    9.875,    nan,    u
2024-06-03T13:37:20.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    10.125,    nan,    u
2024-06-03T13:37:20.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    10.375,    nan,    u
2024-06-03T13:37:20.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    10.625,    nan,    u
2024-06-03T13:37:20.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    10.875,    nan,    u
2024-06-03T13:37:20.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    11.125,    nan,    u
2024-06-03T13:37:20.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    11.375,    nan,    u
2024-06-03T13:37:20.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    11.625,    nan,    u
2024-06-03T13:37:20.500,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    11.875,    nan,    u
