// SOMLIT somlit.fr;;;;;;;
// RBR processing IUEM;2025-07-01;11:12:16;;;;;
ID_SITE;DATE;HEURE;TEMPERATURE;FLUORESCENCE;PAR;SALINITE;PROFONDEUR
//;(yyyy-mm-dd);(hh:mm:ss);°C;µg/l;µMol/m²/s;PSU;m
;;;;;;;
5;2024-07-27;08:03:24;16.5856;1.0;569.518;34.9937;0.75
5;2024-07-27;08:03:26;16.5812;1.0;489.429;35.0003;1.0
5;2024-07-27;08:03:28;16.579;1.0;461.153;35.0001;1.25
5;2024-07-27;08:03:30;16.5784;1.0;416.259;35.0096;1.5
5;2024-07-27;08:03:33;16.5773;1.0;406.464;35.014;1.75
5;2024-07-27;08:03:35;16.5772;1.0;381.48;35.015;2.0
5;2024-07-27;08:03:37;16.5773;1.0;339.188;35.0147;2.25
5;2024-07-27;08:03:40;16.5765;1.0;316.609;35.0177;2.5
5;2024-07-27;08:03:42;16.5776;2.0;302.018;35.0126;2.75
5;2024-07-27;08:03:44;16.5765;2.0;284.311;35.0113;3.0
5;2024-07-27;08:03:47;16.5753;2.0;260.889;35.0156;3.25
5;2024-07-27;08:03:49;16.5753;2.0;239.256;35.0161;3.5
5;2024-07-27;08:03:51;16.5751;2.0;221.44;35.0149;3.75
5;2024-07-27;08:03:53;16.5767;2.0;207.372;35.0124;4.0
5;2024-07-27;08:03:56;16.5774;2.0;192.037;35.014;4.25
5;2024-07-27;08:03:59;16.5794;2.0;173.565;35.0136;4.5
5;2024-07-27;08:04:02;16.58;2.0;163.085;35.0133;4.75
5;2024-07-27;08:04:04;16.5766;2.0;154.445;35.0151;5.0
5;2024-07-27;08:04:06;16.5792;2.0;146.549;35.0135;5.25
5;2024-07-27;08:04:08;16.5795;2.0;141.041;35.0124;5.5
5;2024-07-27;08:04:11;16.5763;2.0;131.394;35.0187;5.75
5;2024-07-27;08:04:14;16.5768;2.0;115.367;35.017;6.0
5;2024-07-27;08:04:17;16.5774;2.0;92.376;35.0179;6.25
5;2024-07-27;08:04:20;16.5819;2.0;80.372;35.0123;6.5
5;2024-07-27;08:04:23;16.5839;2.0;72.447;35.0109;6.75
5;2024-07-27;08:04:26;16.5815;2.0;81.157;35.0129;7.0
5;2024-07-27;08:04:29;16.5713;2.0;92.235;35.0162;7.25
5;2024-07-27;08:04:32;16.5679;1.0;90.827;35.0168;7.5
5;2024-07-27;08:04:35;16.5651;2.0;87.257;35.0187;7.75
5;2024-07-27;08:04:38;16.5617;2.0;83.754;35.0185;8.0
5;2024-07-27;08:04:41;16.5618;2.0;78.829;35.0178;8.25
5;2024-07-27;08:04:44;16.5643;2.0;71.874;35.0193;8.5
5;2024-07-27;08:04:47;16.569;2.0;66.966;35.0159;8.75
5;2024-07-27;08:04:50;16.5697;2.0;62.519;35.017;9.0
